"","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"3620",113060,"Brooklyn","A",10,"Juice, Smoothies, Fruit Salads","Food Protection Certificate not held by supervisor of food operations.",2016-10-29
"3621",82438,"Bronx","A",9,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Hot food item not held at or above 140º F.",2016-02-04
"3622",99868,"Queens","A",12,"Middle Eastern","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-12-05
"3623",37810,"Manhattan","A",11,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-12-03
"3624",66332,"Manhattan","A",9,"Irish","Thawing procedures improper.",2015-04-02
"3625",170000,"Queens","B",26,"Pizza","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",2014-12-23
"3626",148916,"Brooklyn","A",13,"Café/Coffee/Tea","Proper sanitization not provided for utensil ware washing operation.",2016-12-16
"3627",181633,"Queens","A",9,"Delicatessen","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-08-05
"3628",37324,"Manhattan","A",10,"Sandwiches","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2014-09-19
"3629",175359,"Queens","A",4,"Café/Coffee/Tea","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-06-30
"3630",50879,"Manhattan","A",10,"Sandwiches/Salads/Mixed Buffet","Proper sanitization not provided for utensil ware washing operation.",2017-09-11
"3631",50805,"Manhattan","A",9,"Italian","Hot food item not held at or above 140º F.",2015-03-25
"3632",144222,"Brooklyn","A",11,"Soul Food","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-06-10
"3633",143530,"Brooklyn","C",28,"Peruvian","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2015-12-02
"3634",134481,"Brooklyn","C",28,"Japanese","Food Protection Certificate not held by supervisor of food operations.",2014-12-09
"3635",61246,"Manhattan","A",13,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-11-07
"3636",73517,"Manhattan","A",10,"French","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-08-23
"3637",17613,"Manhattan","C",62,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2014-08-11
"3638",45597,"Manhattan","A",11,"Delicatessen","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-01-05
"3639",55879,"Manhattan","B",20,"American","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.",2014-04-17
"3640",45893,"Manhattan","A",12,"Chinese","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-08-26
"3641",61512,"Manhattan","A",5,"Juice, Smoothies, Fruit Salads","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2016-03-11
"3642",66112,"Manhattan","B",27,"Mediterranean","Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65º F or above within 2 hours.",2016-05-02
"3643",41488,"Manhattan","A",13,"Japanese","Accurate thermometer not provided in refrigerated or hot holding equipment.",2016-03-31
"3644",11098,"Manhattan","A",11,"Seafood","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-11-03
"3645",18202,"Manhattan","A",9,"Mediterranean","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-08-11
"3646",70492,"Manhattan","A",4,"Tex-Mex","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-02-01
"3647",116927,"Brooklyn","B",24,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-12-13
"3648",97505,"Bronx","B",22,"Spanish","Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65º F or above within 2 hours.",2016-01-22
"3649",89907,"Bronx","A",4,"Caribbean","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2014-11-28
"3650",186734,"Queens","A",9,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Canned food product observed dented and not segregated from other consumable food items.",2015-02-27
"3651",139919,"Brooklyn","C",49,"Mexican","Live roaches present in facility's food and/or non-food areas.",2015-12-15
"3652",58562,"Manhattan","A",11,"Chinese","Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",2017-09-01
"3653",128249,"Brooklyn","A",12,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-05-17
"3654",50380,"Manhattan","B",17,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2016-06-16
"3655",167081,"Queens","A",7,"Bagels/Pretzels","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-09-18
"3656",113444,"Brooklyn","A",9,"Pizza","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-11-12
"3657",104400,"Queens","B",15,"Pizza","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-07-06
"3658",154409,"Queens","A",12,"Japanese","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-10-27
"3659",119581,"Brooklyn","A",7,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2016-03-04
"3660",48042,"Manhattan","A",11,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-04-10
