"","X1","inspection_num","boro","grade","score","cuisine_description","violation_description","inspection_date"
"4540",94728,94728,"Bronx","B",16,"Bakery","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.",2015-04-08
"4541",182364,182368,"Queens","C",7,"Bakery","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-03-27
"4542",72448,72448,"Manhattan","A",7,"American","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-12-04
"4543",28145,28145,"Manhattan","A",13,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2014-07-22
"4544",121468,121468,"Brooklyn","A",12,"Caribbean","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",2015-08-24
"4545",40816,40816,"Manhattan","A",8,"Mexican","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2015-04-15
"4546",181735,181739,"Queens","A",13,"Hamburgers","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2017-02-21
"4547",97440,97440,"Bronx","A",12,"Spanish","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2016-05-09
"4548",168823,168827,"Queens","B",18,"Bakery","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-08-30
"4549",10114,10114,"Manhattan","A",5,"Pizza","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2017-07-03
"4550",101606,101606,"Queens","B",19,"American","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2016-08-11
"4551",157666,157670,"Queens","B",17,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2017-08-24
"4552",50889,50889,"Manhattan","A",12,"Sandwiches/Salads/Mixed Buffet","Evidence of mice or live mice present in facility's food and/or non-food areas.",2015-03-28
"4553",112371,112371,"Brooklyn","A",4,"Chinese","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-02-03
"4554",90406,90406,"Bronx","A",10,"Bakery","Evidence of mice or live mice present in facility's food and/or non-food areas.",2016-02-18
"4555",99967,99967,"Queens","A",9,"American","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-04-13
"4556",22553,22553,"Manhattan","B",18,"Caribbean","Live roaches present in facility's food and/or non-food areas.",2014-08-08
"4557",52197,52197,"Manhattan","A",11,"CafÃ©/Coffee/Tea","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2015-09-29
"4558",39226,39226,"Manhattan","A",2,"Bakery","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-04-01
"4559",134319,134319,"Brooklyn","B",27,"American","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",2015-03-20
"4560",174066,174070,"Queens","A",7,"Pizza/Italian","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2016-09-29
"4561",51931,51931,"Manhattan","A",9,"Mexican","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2017-03-15
"4562",171802,171806,"Queens","A",8,"Filipino","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2015-01-12
"4563",182240,182244,"Queens","A",9,"Chinese","Thawing procedures improper.",2015-05-20
"4564",94204,94204,"Bronx","A",12,"Chicken","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",2015-06-30
"4565",54720,54720,"Manhattan","B",26,"American","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.",2015-04-09
"4566",81814,81814,"Bronx","B",17,"Pizza","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",2016-08-08
"4567",109808,109808,"Brooklyn","A",9,"Chinese","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-08-03
"4568",51095,51095,"Manhattan","A",12,"Turkish","Proper sanitization not provided for utensil ware washing operation.",2014-09-04
"4569",87332,87332,"Bronx","A",9,"Chinese","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",2013-11-20
"4570",16137,16137,"Manhattan","A",13,"Pizza","Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Âº F or above within 2 hours.",2015-03-31
"4571",39933,39933,"Manhattan","A",12,"American","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",2015-09-02
"4572",25167,25167,"Manhattan","A",12,"Bakery","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",2015-07-17
"4573",109050,109050,"Brooklyn","A",13,"Caribbean","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2017-03-17
"4574",117060,117060,"Brooklyn","A",8,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2017-07-25
"4575",177599,177603,"Queens","A",11,"American","Wiping cloths soiled or not stored in sanitizing solution.",2015-04-21
"4576",149525,149525,"Brooklyn","A",10,"Sandwiches","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2016-07-22
"4577",181679,181683,"Queens","A",9,"American","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",2014-03-13
"4578",75947,75947,"Staten Island","A",11,"Pizza","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",2017-02-28
"4579",117984,117984,"Brooklyn","A",7,"Pizza","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2014-05-29
"4580",17401,17401,"Manhattan","B",25,"American","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",2015-10-14
"4581",75435,75435,"Staten Island","A",12,"American","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",2016-04-19
"4582",145489,145489,"Brooklyn","A",4,"Russian","Single service item reused, improperly stored, dispensed; not used when required.",2014-09-17
